Event Index,UTC Timestamp,UTC Date,Local Timestamp,Local Timezone,Local Date,Experiment ID,Experiment Version,Tree Node Key,Repeat Key,Schedule ID,Participant Public ID,Participant Private ID,Participant Starting Group,Participant Status,Participant Completion Code,Participant External Session ID,Participant Device Type,Participant Device,Participant OS,Participant Browser,Participant Monitor Size,Participant Viewport Size,Checkpoint,Task Name,Task Version,order-frfc,Spreadsheet,Spreadsheet Name,Spreadsheet Row,Trial Number,Screen Number,Screen Name,Zone Name,Zone Type,Reaction Time,Reaction Onset,Response Type,Response,Attempt,Correct,Incorrect,Dishonest,X Coordinate,Y Coordinate,Timed Out,randomise_blocks,randomise_trials,display,ISI,left_stim,right_stim,ANSWER,duration_mouseview,condition
53,1641673242644,08/01/2022 20:20:42,1641673243147,-8,08/01/2022 12:20:43,71176,12,task-zwsq,,18377017,BLIND,5440797,,complete,,0wq313ai4r6f,computer,Desktop or Laptop,Windows 10,Firefox 95.0,1504x1003,1072x681,,Experimental Block A (standard blurred),2,AB,Spreadsheet1,Spreadsheet1,5,10,1,Screen 1,Zone2,timelimit_screen,500.0200000000041,,,,,0,1,0,,,1,,1,trial_standard,500,A3.jpg,A33.jpg,,8000,1_ClothedWomanNudeWoman
54,1641673243483,08/01/2022 20:20:43,1641673244003,-8,08/01/2022 12:20:44,71176,12,task-zwsq,,18377017,BLIND,5440797,,complete,,0wq313ai4r6f,computer,Desktop or Laptop,Windows 10,Firefox 95.0,1504x1003,1072x681,,Experimental Block A (standard blurred),2,AB,Spreadsheet1,Spreadsheet1,5,10,2,Screen 2,Zone1,response_button_text,845,,,+,1,0,1,0,,,,,1,trial_standard,500,A3.jpg,A33.jpg,,8000,1_ClothedWomanNudeWoman
55,1641673251500,08/01/2022 20:20:51,1641673252017,-8,08/01/2022 12:20:52,71176,12,task-zwsq,,18377017,BLIND,5440797,,complete,,0wq313ai4r6f,computer,Desktop or Laptop,Windows 10,Firefox 95.0,1504x1003,1072x681,,Experimental Block A (standard blurred),2,AB,Spreadsheet1,Spreadsheet1,5,10,3,Screen 4,Zone4,mouse_view,,,,71176-12-5440797-task-zwsq-18377017-mousetracking-11-3.xlsx,,0,1,0,,,,,1,trial_standard,500,A3.jpg,A33.jpg,,8000,1_ClothedWomanNudeWoman
56,1641673251703,08/01/2022 20:20:51,1641673252020,-8,08/01/2022 12:20:52,71176,12,task-zwsq,,18377017,BLIND,5440797,,complete,,0wq313ai4r6f,computer,Desktop or Laptop,Windows 10,Firefox 95.0,1504x1003,1072x681,,Experimental Block A (standard blurred),2,AB,Spreadsheet1,Spreadsheet1,5,10,3,Screen 4,Zone4,mouse_view,,,,https://gorilla.sc/uploads/schedule/18377017?filename=mousetracking-11-3.xlsx,,0,1,0,,,,,1,trial_standard,500,A3.jpg,A33.jpg,,8000,1_ClothedWomanNudeWoman
57,1641673251703,08/01/2022 20:20:51,1641673252021,-8,08/01/2022 12:20:52,71176,12,task-zwsq,,18377017,BLIND,5440797,,complete,,0wq313ai4r6f,computer,Desktop or Laptop,Windows 10,Firefox 95.0,1504x1003,1072x681,,Experimental Block A (standard blurred),2,AB,Spreadsheet1,Spreadsheet1,5,10,3,Screen 4,Zone3,timelimit_screen,8000.119999999995,,,,,0,1,0,,,1,,1,trial_standard,500,A3.jpg,A33.jpg,,8000,1_ClothedWomanNudeWoman
58,1641673251982,08/01/2022 20:20:51,1641673252497,-8,08/01/2022 12:20:52,71176,12,task-zwsq,,18377017,BLIND,5440797,,complete,,0wq313ai4r6f,computer,Desktop or Laptop,Windows 10,Firefox 95.0,1504x1003,1072x681,,Experimental Block A (standard blurred),2,AB,Spreadsheet1,Spreadsheet1,10,11,1,Screen 1,Zone2,timelimit_screen,500,,,,,0,1,0,,,1,,1,trial_standard,500,B44.jpg,B4.jpg,,8000,1_ClothedManNudeMan
59,1641673252951,08/01/2022 20:20:52,1641673253474,-8,08/01/2022 12:20:53,71176,12,task-zwsq,,18377017,BLIND,5440797,,complete,,0wq313ai4r6f,computer,Desktop or Laptop,Windows 10,Firefox 95.0,1504x1003,1072x681,,Experimental Block A (standard blurred),2,AB,Spreadsheet1,Spreadsheet1,10,11,2,Screen 2,Zone1,response_button_text,964,,,+,1,0,1,0,,,,,1,trial_standard,500,B44.jpg,B4.jpg,,8000,1_ClothedManNudeMan
60,1641673260983,08/01/2022 20:21:00,1641673261492,-8,08/01/2022 12:21:01,71176,12,task-zwsq,,18377017,BLIND,5440797,,complete,,0wq313ai4r6f,computer,Desktop or Laptop,Windows 10,Firefox 95.0,1504x1003,1072x681,,Experimental Block A (standard blurred),2,AB,Spreadsheet1,Spreadsheet1,10,11,3,Screen 4,Zone4,mouse_view,,,,71176-12-5440797-task-zwsq-18377017-mousetracking-12-3.xlsx,,0,1,0,,,,,1,trial_standard,500,B44.jpg,B4.jpg,,8000,1_ClothedManNudeMan
61,1641673261186,08/01/2022 20:21:01,1641673261498,-8,08/01/2022 12:21:01,71176,12,task-zwsq,,18377017,BLIND,5440797,,complete,,0wq313ai4r6f,computer,Desktop or Laptop,Windows 10,Firefox 95.0,1504x1003,1072x681,,Experimental Block A (standard blurred),2,AB,Spreadsheet1,Spreadsheet1,10,11,3,Screen 4,Zone4,mouse_view,,,,https://gorilla.sc/uploads/schedule/18377017?filename=mousetracking-12-3.xlsx,,0,1,0,,,,,1,trial_standard,500,B44.jpg,B4.jpg,,8000,1_ClothedManNudeMan
62,1641673261186,08/01/2022 20:21:01,1641673261499,-8,08/01/2022 12:21:01,71176,12,task-zwsq,,18377017,BLIND,5440797,,complete,,0wq313ai4r6f,computer,Desktop or Laptop,Windows 10,Firefox 95.0,1504x1003,1072x681,,Experimental Block A (standard blurred),2,AB,Spreadsheet1,Spreadsheet1,10,11,3,Screen 4,Zone3,timelimit_screen,8000.119999999995,,,,,0,1,0,,,1,,1,trial_standard,500,B44.jpg,B4.jpg,,8000,1_ClothedManNudeMan
63,1641673261452,08/01/2022 20:21:01,1641673261968,-8,08/01/2022 12:21:01,71176,12,task-zwsq,,18377017,BLIND,5440797,,complete,,0wq313ai4r6f,computer,Desktop or Laptop,Windows 10,Firefox 95.0,1504x1003,1072x681,,Experimental Block A (standard blurred),2,AB,Spreadsheet1,Spreadsheet1,18,12,1,Screen 1,Zone2,timelimit_screen,500,,,,,0,1,0,,,1,,1,trial_standard,500,D44.jpg,D4.jpg,,8000,2_NudeWomanNudeMan
64,1641673262282,08/01/2022 20:21:02,1641673262793,-8,08/01/2022 12:21:02,71176,12,task-zwsq,,18377017,BLIND,5440797,,complete,,0wq313ai4r6f,computer,Desktop or Laptop,Windows 10,Firefox 95.0,1504x1003,1072x681,,Experimental Block A (standard blurred),2,AB,Spreadsheet1,Spreadsheet1,18,12,2,Screen 2,Zone1,response_button_text,811,,,+,1,0,1,0,,,,,1,trial_standard,500,D44.jpg,D4.jpg,,8000,2_NudeWomanNudeMan
65,1641673270298,08/01/2022 20:21:10,1641673270797,-8,08/01/2022 12:21:10,71176,12,task-zwsq,,18377017,BLIND,5440797,,complete,,0wq313ai4r6f,computer,Desktop or Laptop,Windows 10,Firefox 95.0,1504x1003,1072x681,,Experimental Block A (standard blurred),2,AB,Spreadsheet1,Spreadsheet1,18,12,3,Screen 4,Zone4,mouse_view,,,,71176-12-5440797-task-zwsq-18377017-mousetracking-13-3.xlsx,,0,1,0,,,,,1,trial_standard,500,D44.jpg,D4.jpg,,8000,2_NudeWomanNudeMan
66,1641673270502,08/01/2022 20:21:10,1641673270801,-8,08/01/2022 12:21:10,71176,12,task-zwsq,,18377017,BLIND,5440797,,complete,,0wq313ai4r6f,computer,Desktop or Laptop,Windows 10,Firefox 95.0,1504x1003,1072x681,,Experimental Block A (standard blurred),2,AB,Spreadsheet1,Spreadsheet1,18,12,3,Screen 4,Zone4,mouse_view,,,,https://gorilla.sc/uploads/schedule/18377017?filename=mousetracking-13-3.xlsx,,0,1,0,,,,,1,trial_standard,500,D44.jpg,D4.jpg,,8000,2_NudeWomanNudeMan
67,1641673270502,08/01/2022 20:21:10,1641673270802,-8,08/01/2022 12:21:10,71176,12,task-zwsq,,18377017,BLIND,5440797,,complete,,0wq313ai4r6f,computer,Desktop or Laptop,Windows 10,Firefox 95.0,1504x1003,1072x681,,Experimental Block A (standard blurred),2,AB,Spreadsheet1,Spreadsheet1,18,12,3,Screen 4,Zone3,timelimit_screen,8000.119999999995,,,,,0,1,0,,,1,,1,trial_standard,500,D44.jpg,D4.jpg,,8000,2_NudeWomanNudeMan
68,1641673270761,08/01/2022 20:21:10,1641673271282,-8,08/01/2022 12:21:11,71176,12,task-zwsq,,18377017,BLIND,5440797,,complete,,0wq313ai4r6f,computer,Desktop or Laptop,Windows 10,Firefox 95.0,1504x1003,1072x681,,Experimental Block A (standard blurred),2,AB,Spreadsheet1,Spreadsheet1,3,13,1,Screen 1,Zone2,timelimit_screen,500,,,,,0,1,0,,,1,,1,trial_standard,500,A1.jpg,A11.jpg,,8000,1_ClothedWomanNudeWoman
69,1641673271579,08/01/2022 20:21:11,1641673272100,-8,08/01/2022 12:21:12,71176,12,task-zwsq,,18377017,BLIND,5440797,,complete,,0wq313ai4r6f,computer,Desktop or Laptop,Windows 10,Firefox 95.0,1504x1003,1072x681,,Experimental Block A (standard blurred),2,AB,Spreadsheet1,Spreadsheet1,3,13,2,Screen 2,Zone1,response_button_text,807,,,+,1,0,1,0,,,,,1,trial_standard,500,A1.jpg,A11.jpg,,8000,1_ClothedWomanNudeWoman
70,1641673279598,08/01/2022 20:21:19,1641673280113,-8,08/01/2022 12:21:20,71176,12,task-zwsq,,18377017,BLIND,5440797,,complete,,0wq313ai4r6f,computer,Desktop or Laptop,Windows 10,Firefox 95.0,1504x1003,1072x681,,Experimental Block A (standard blurred),2,AB,Spreadsheet1,Spreadsheet1,3,13,3,Screen 4,Zone4,mouse_view,,,,71176-12-5440797-task-zwsq-18377017-mousetracking-14-3.xlsx,,0,1,0,,,,,1,trial_standard,500,A1.jpg,A11.jpg,,8000,1_ClothedWomanNudeWoman
71,1641673279808,08/01/2022 20:21:19,1641673280115,-8,08/01/2022 12:21:20,71176,12,task-zwsq,,18377017,BLIND,5440797,,complete,,0wq313ai4r6f,computer,Desktop or Laptop,Windows 10,Firefox 95.0,1504x1003,1072x681,,Experimental Block A (standard blurred),2,AB,Spreadsheet1,Spreadsheet1,3,13,3,Screen 4,Zone4,mouse_view,,,,https://gorilla.sc/uploads/schedule/18377017?filename=mousetracking-14-3.xlsx,,0,1,0,,,,,1,trial_standard,500,A1.jpg,A11.jpg,,8000,1_ClothedWomanNudeWoman
72,1641673279808,08/01/2022 20:21:19,1641673280116,-8,08/01/2022 12:21:20,71176,12,task-zwsq,,18377017,BLIND,5440797,,complete,,0wq313ai4r6f,computer,Desktop or Laptop,Windows 10,Firefox 95.0,1504x1003,1072x681,,Experimental Block A (standard blurred),2,AB,Spreadsheet1,Spreadsheet1,3,13,3,Screen 4,Zone3,timelimit_screen,8000.100000000006,,,,,0,1,0,,,1,,1,trial_standard,500,A1.jpg,A11.jpg,,8000,1_ClothedWomanNudeWoman
73,1641673280083,08/01/2022 20:21:20,1641673280599,-8,08/01/2022 12:21:20,71176,12,task-zwsq,,18377017,BLIND,5440797,,complete,,0wq313ai4r6f,computer,Desktop or Laptop,Windows 10,Firefox 95.0,1504x1003,1072x681,,Experimental Block A (standard blurred),2,AB,Spreadsheet1,Spreadsheet1,6,14,1,Screen 1,Zone2,timelimit_screen,500.0199999999895,,,,,0,1,0,,,1,,1,trial_standard,500,A44.jpg,A4.jpg,,8000,1_ClothedWomanNudeWoman
74,1641673281658,08/01/2022 20:21:21,1641673282179,-8,08/01/2022 12:21:22,71176,12,task-zwsq,,18377017,BLIND,5440797,,complete,,0wq313ai4r6f,computer,Desktop or Laptop,Windows 10,Firefox 95.0,1504x1003,1072x681,,Experimental Block A (standard blurred),2,AB,Spreadsheet1,Spreadsheet1,6,14,2,Screen 2,Zone1,response_button_text,1570,,,+,1,0,1,0,,,,,1,trial_standard,500,A44.jpg,A4.jpg,,8000,1_ClothedWomanNudeWoman
75,1641673289679,08/01/2022 20:21:29,1641673290181,-8,08/01/2022 12:21:30,71176,12,task-zwsq,,18377017,BLIND,5440797,,complete,,0wq313ai4r6f,computer,Desktop or Laptop,Windows 10,Firefox 95.0,1504x1003,1072x681,,Experimental Block A (standard blurred),2,AB,Spreadsheet1,Spreadsheet1,6,14,3,Screen 4,Zone4,mouse_view,,,,71176-12-5440797-task-zwsq-18377017-mousetracking-15-3.xlsx,,0,1,0,,,,,1,trial_standard,500,A44.jpg,A4.jpg,,8000,1_ClothedWomanNudeWoman
76,1641673289891,08/01/2022 20:21:29,1641673290184,-8,08/01/2022 12:21:30,71176,12,task-zwsq,,18377017,BLIND,5440797,,complete,,0wq313ai4r6f,computer,Desktop or Laptop,Windows 10,Firefox 95.0,1504x1003,1072x681,,Experimental Block A (standard blurred),2,AB,Spreadsheet1,Spreadsheet1,6,14,3,Screen 4,Zone4,mouse_view,,,,https://gorilla.sc/uploads/schedule/18377017?filename=mousetracking-15-3.xlsx,,0,1,0,,,,,1,trial_standard,500,A44.jpg,A4.jpg,,8000,1_ClothedWomanNudeWoman
77,1641673289891,08/01/2022 20:21:29,1641673290184,-8,08/01/2022 12:21:30,71176,12,task-zwsq,,18377017,BLIND,5440797,,complete,,0wq313ai4r6f,computer,Desktop or Laptop,Windows 10,Firefox 95.0,1504x1003,1072x681,,Experimental Block A (standard blurred),2,AB,Spreadsheet1,Spreadsheet1,6,14,3,Screen 4,Zone3,timelimit_screen,8000.120000000024,,,,,0,1,0,,,1,,1,trial_standard,500,A44.jpg,A4.jpg,,8000,1_ClothedWomanNudeWoman
78,1641673290149,08/01/2022 20:21:30,1641673290666,-8,08/01/2022 12:21:30,71176,12,task-zwsq,,18377017,BLIND,5440797,,complete,,0wq313ai4r6f,computer,Desktop or Laptop,Windows 10,Firefox 95.0,1504x1003,1072x681,,Experimental Block A (standard blurred),2,AB,Spreadsheet1,Spreadsheet1,9,15,1,Screen 1,Zone2,timelimit_screen,500,,,,,0,1,0,,,1,,1,trial_standard,500,B3.jpg,B33.jpg,,8000,1_ClothedManNudeMan
79,1641673291121,08/01/2022 20:21:31,1641673291636,-8,08/01/2022 12:21:31,71176,12,task-zwsq,,18377017,BLIND,5440797,,complete,,0wq313ai4r6f,computer,Desktop or Laptop,Windows 10,Firefox 95.0,1504x1003,1072x681,,Experimental Block A (standard blurred),2,AB,Spreadsheet1,Spreadsheet1,9,15,2,Screen 2,Zone1,response_button_text,957,,,+,1,0,1,0,,,,,1,trial_standard,500,B3.jpg,B33.jpg,,8000,1_ClothedManNudeMan
80,1641673299136,08/01/2022 20:21:39,1641673299646,-8,08/01/2022 12:21:39,71176,12,task-zwsq,,18377017,BLIND,5440797,,complete,,0wq313ai4r6f,computer,Desktop or Laptop,Windows 10,Firefox 95.0,1504x1003,1072x681,,Experimental Block A (standard blurred),2,AB,Spreadsheet1,Spreadsheet1,9,15,3,Screen 4,Zone4,mouse_view,,,,71176-12-5440797-task-zwsq-18377017-mousetracking-16-3.xlsx,,0,1,0,,,,,1,trial_standard,500,B3.jpg,B33.jpg,,8000,1_ClothedManNudeMan
81,1641673299730,08/01/2022 20:21:39,1641673299652,-8,08/01/2022 12:21:39,71176,12,task-zwsq,,18377017,BLIND,5440797,,complete,,0wq313ai4r6f,computer,Desktop or Laptop,Windows 10,Firefox 95.0,1504x1003,1072x681,,Experimental Block A (standard blurred),2,AB,Spreadsheet1,Spreadsheet1,9,15,3,Screen 4,Zone4,mouse_view,,,,https://gorilla.sc/uploads/schedule/18377017?filename=mousetracking-16-3.xlsx,,0,1,0,,,,,1,trial_standard,500,B3.jpg,B33.jpg,,8000,1_ClothedManNudeMan
82,1641673299730,08/01/2022 20:21:39,1641673299653,-8,08/01/2022 12:21:39,71176,12,task-zwsq,,18377017,BLIND,5440797,,complete,,0wq313ai4r6f,computer,Desktop or Laptop,Windows 10,Firefox 95.0,1504x1003,1072x681,,Experimental Block A (standard blurred),2,AB,Spreadsheet1,Spreadsheet1,9,15,3,Screen 4,Zone3,timelimit_screen,8000.119999999995,,,,,0,1,0,,,1,,1,trial_standard,500,B3.jpg,B33.jpg,,8000,1_ClothedManNudeMan
83,1641673299913,08/01/2022 20:21:39,1641673300133,-8,08/01/2022 12:21:40,71176,12,task-zwsq,,18377017,BLIND,5440797,,complete,,0wq313ai4r6f,computer,Desktop or Laptop,Windows 10,Firefox 95.0,1504x1003,1072x681,,Experimental Block A (standard blurred),2,AB,Spreadsheet1,Spreadsheet1,13,16,1,Screen 1,Zone2,timelimit_screen,500,,,,,0,1,0,,,1,,1,trial_standard,500,C3.jpg,C33.jpg,,8000,2_ClothedWomanClothedMan
84,1641673300632,08/01/2022 20:21:40,1641673301143,-8,08/01/2022 12:21:41,71176,12,task-zwsq,,18377017,BLIND,5440797,,complete,,0wq313ai4r6f,computer,Desktop or Laptop,Windows 10,Firefox 95.0,1504x1003,1072x681,,Experimental Block A (standard blurred),2,AB,Spreadsheet1,Spreadsheet1,13,16,2,Screen 2,Zone1,response_button_text,1001,,,+,1,0,1,0,,,,,1,trial_standard,500,C3.jpg,C33.jpg,,8000,2_ClothedWomanClothedMan
85,1641673308635,08/01/2022 20:21:48,1641673309146,-8,08/01/2022 12:21:49,71176,12,task-zwsq,,18377017,BLIND,5440797,,complete,,0wq313ai4r6f,computer,Desktop or Laptop,Windows 10,Firefox 95.0,1504x1003,1072x681,,Experimental Block A (standard blurred),2,AB,Spreadsheet1,Spreadsheet1,13,16,3,Screen 4,Zone4,mouse_view,,,,71176-12-5440797-task-zwsq-18377017-mousetracking-17-3.xlsx,,0,1,0,,,,,1,trial_standard,500,C3.jpg,C33.jpg,,8000,2_ClothedWomanClothedMan
86,1641673308825,08/01/2022 20:21:48,1641673309148,-8,08/01/2022 12:21:49,71176,12,task-zwsq,,18377017,BLIND,5440797,,complete,,0wq313ai4r6f,computer,Desktop or Laptop,Windows 10,Firefox 95.0,1504x1003,1072x681,,Experimental Block A (standard blurred),2,AB,Spreadsheet1,Spreadsheet1,13,16,3,Screen 4,Zone4,mouse_view,,,,https://gorilla.sc/uploads/schedule/18377017?filename=mousetracking-17-3.xlsx,,0,1,0,,,,,1,trial_standard,500,C3.jpg,C33.jpg,,8000,2_ClothedWomanClothedMan
87,1641673308825,08/01/2022 20:21:48,1641673309149,-8,08/01/2022 12:21:49,71176,12,task-zwsq,,18377017,BLIND,5440797,,complete,,0wq313ai4r6f,computer,Desktop or Laptop,Windows 10,Firefox 95.0,1504x1003,1072x681,,Experimental Block A (standard blurred),2,AB,Spreadsheet1,Spreadsheet1,13,16,3,Screen 4,Zone3,timelimit_screen,8000.100000000006,,,,,0,1,0,,,1,,1,trial_standard,500,C3.jpg,C33.jpg,,8000,2_ClothedWomanClothedMan
88,1641673309104,08/01/2022 20:21:49,1641673309632,-8,08/01/2022 12:21:49,71176,12,task-zwsq,,18377017,BLIND,5440797,,complete,,0wq313ai4r6f,computer,Desktop or Laptop,Windows 10,Firefox 95.0,1504x1003,1072x681,,Experimental Block A (standard blurred),2,AB,Spreadsheet1,Spreadsheet1,23,17,1,Screen 1,Zone2,timelimit_screen,500.0199999999895,,,,,0,1,0,,,1,,2,trial_standard,500,B11.jpg,B1.jpg,,8000,1_ClothedManNudeMan
89,1641673310260,08/01/2022 20:21:50,1641673310769,-8,08/01/2022 12:21:50,71176,12,task-zwsq,,18377017,BLIND,5440797,,complete,,0wq313ai4r6f,computer,Desktop or Laptop,Windows 10,Firefox 95.0,1504x1003,1072x681,,Experimental Block A (standard blurred),2,AB,Spreadsheet1,Spreadsheet1,23,17,2,Screen 2,Zone1,response_button_text,1125,,,+,1,0,1,0,,,,,2,trial_standard,500,B11.jpg,B1.jpg,,8000,1_ClothedManNudeMan
90,1641673318267,08/01/2022 20:21:58,1641673318782,-8,08/01/2022 12:21:58,71176,12,task-zwsq,,18377017,BLIND,5440797,,complete,,0wq313ai4r6f,computer,Desktop or Laptop,Windows 10,Firefox 95.0,1504x1003,1072x681,,Experimental Block A (standard blurred),2,AB,Spreadsheet1,Spreadsheet1,23,17,3,Screen 4,Zone4,mouse_view,,,,71176-12-5440797-task-zwsq-18377017-mousetracking-18-3.xlsx,,0,1,0,,,,,2,trial_standard,500,B11.jpg,B1.jpg,,8000,1_ClothedManNudeMan
91,1641673318456,08/01/2022 20:21:58,1641673318785,-8,08/01/2022 12:21:58,71176,12,task-zwsq,,18377017,BLIND,5440797,,complete,,0wq313ai4r6f,computer,Desktop or Laptop,Windows 10,Firefox 95.0,1504x1003,1072x681,,Experimental Block A (standard blurred),2,AB,Spreadsheet1,Spreadsheet1,23,17,3,Screen 4,Zone4,mouse_view,,,,https://gorilla.sc/uploads/schedule/18377017?filename=mousetracking-18-3.xlsx,,0,1,0,,,,,2,trial_standard,500,B11.jpg,B1.jpg,,8000,1_ClothedManNudeMan
92,1641673318456,08/01/2022 20:21:58,1641673318785,-8,08/01/2022 12:21:58,71176,12,task-zwsq,,18377017,BLIND,5440797,,complete,,0wq313ai4r6f,computer,Desktop or Laptop,Windows 10,Firefox 95.0,1504x1003,1072x681,,Experimental Block A (standard blurred),2,AB,Spreadsheet1,Spreadsheet1,23,17,3,Screen 4,Zone3,timelimit_screen,8000.119999999995,,,,,0,1,0,,,1,,2,trial_standard,500,B11.jpg,B1.jpg,,8000,1_ClothedManNudeMan
93,1641673318744,08/01/2022 20:21:58,1641673319267,-8,08/01/2022 12:21:59,71176,12,task-zwsq,,18377017,BLIND,5440797,,complete,,0wq313ai4r6f,computer,Desktop or Laptop,Windows 10,Firefox 95.0,1504x1003,1072x681,,Experimental Block A (standard blurred),2,AB,Spreadsheet1,Spreadsheet1,20,18,1,Screen 1,Zone2,timelimit_screen,500,,,,,0,1,0,,,1,,2,trial_standard,500,A2.jpg,A22.jpg,,8000,1_ClothedWomanNudeWoman
94,1641673320336,08/01/2022 20:22:00,1641673320830,-8,08/01/2022 12:22:00,71176,12,task-zwsq,,18377017,BLIND,5440797,,complete,,0wq313ai4r6f,computer,Desktop or Laptop,Windows 10,Firefox 95.0,1504x1003,1072x681,,Experimental Block A (standard blurred),2,AB,Spreadsheet1,Spreadsheet1,20,18,2,Screen 2,Zone1,response_button_text,1551,,,+,1,0,1,0,,,,,2,trial_standard,500,A2.jpg,A22.jpg,,8000,1_ClothedWomanNudeWoman
95,1641673328305,08/01/2022 20:22:08,1641673328829,-8,08/01/2022 12:22:08,71176,12,task-zwsq,,18377017,BLIND,5440797,,complete,,0wq313ai4r6f,computer,Desktop or Laptop,Windows 10,Firefox 95.0,1504x1003,1072x681,,Experimental Block A (standard blurred),2,AB,Spreadsheet1,Spreadsheet1,20,18,3,Screen 4,Zone4,mouse_view,,,,71176-12-5440797-task-zwsq-18377017-mousetracking-19-3.xlsx,,0,1,0,,,,,2,trial_standard,500,A2.jpg,A22.jpg,,8000,1_ClothedWomanNudeWoman
96,1641673328505,08/01/2022 20:22:08,1641673328832,-8,08/01/2022 12:22:08,71176,12,task-zwsq,,18377017,BLIND,5440797,,complete,,0wq313ai4r6f,computer,Desktop or Laptop,Windows 10,Firefox 95.0,1504x1003,1072x681,,Experimental Block A (standard blurred),2,AB,Spreadsheet1,Spreadsheet1,20,18,3,Screen 4,Zone4,mouse_view,,,,https://gorilla.sc/uploads/schedule/18377017?filename=mousetracking-19-3.xlsx,,0,1,0,,,,,2,trial_standard,500,A2.jpg,A22.jpg,,8000,1_ClothedWomanNudeWoman
97,1641673328505,08/01/2022 20:22:08,1641673328833,-8,08/01/2022 12:22:08,71176,12,task-zwsq,,18377017,BLIND,5440797,,complete,,0wq313ai4r6f,computer,Desktop or Laptop,Windows 10,Firefox 95.0,1504x1003,1072x681,,Experimental Block A (standard blurred),2,AB,Spreadsheet1,Spreadsheet1,20,18,3,Screen 4,Zone3,timelimit_screen,8000.119999999995,,,,,0,1,0,,,1,,2,trial_standard,500,A2.jpg,A22.jpg,,8000,1_ClothedWomanNudeWoman
98,1641673328805,08/01/2022 20:22:08,1641673329316,-8,08/01/2022 12:22:09,71176,12,task-zwsq,,18377017,BLIND,5440797,,complete,,0wq313ai4r6f,computer,Desktop or Laptop,Windows 10,Firefox 95.0,1504x1003,1072x681,,Experimental Block A (standard blurred),2,AB,Spreadsheet1,Spreadsheet1,34,19,1,Screen 1,Zone2,timelimit_screen,500,,,,,0,1,0,,,1,,2,trial_standard,500,D4.jpg,D44.jpg,,8000,2_NudeWomanNudeMan
99,1641673329743,08/01/2022 20:22:09,1641673330259,-8,08/01/2022 12:22:10,71176,12,task-zwsq,,18377017,BLIND,5440797,,complete,,0wq313ai4r6f,computer,Desktop or Laptop,Windows 10,Firefox 95.0,1504x1003,1072x681,,Experimental Block A (standard blurred),2,AB,Spreadsheet1,Spreadsheet1,34,19,2,Screen 2,Zone1,response_button_text,933,,,+,1,0,1,0,,,,,2,trial_standard,500,D4.jpg,D44.jpg,,8000,2_NudeWomanNudeMan
100,1641673337749,08/01/2022 20:22:17,1641673338264,-8,08/01/2022 12:22:18,71176,12,task-zwsq,,18377017,BLIND,5440797,,complete,,0wq313ai4r6f,computer,Desktop or Laptop,Windows 10,Firefox 95.0,1504x1003,1072x681,,Experimental Block A (standard blurred),2,AB,Spreadsheet1,Spreadsheet1,34,19,3,Screen 4,Zone4,mouse_view,,,,71176-12-5440797-task-zwsq-18377017-mousetracking-20-3.xlsx,,0,1,0,,,,,2,trial_standard,500,D4.jpg,D44.jpg,,8000,2_NudeWomanNudeMan
101,1641673337944,08/01/2022 20:22:17,1641673338269,-8,08/01/2022 12:22:18,71176,12,task-zwsq,,18377017,BLIND,5440797,,complete,,0wq313ai4r6f,computer,Desktop or Laptop,Windows 10,Firefox 95.0,1504x1003,1072x681,,Experimental Block A (standard blurred),2,AB,Spreadsheet1,Spreadsheet1,34,19,3,Screen 4,Zone4,mouse_view,,,,https://gorilla.sc/uploads/schedule/18377017?filename=mousetracking-20-3.xlsx,,0,1,0,,,,,2,trial_standard,500,D4.jpg,D44.jpg,,8000,2_NudeWomanNudeMan
102,1641673337944,08/01/2022 20:22:17,1641673338270,-8,08/01/2022 12:22:18,71176,12,task-zwsq,,18377017,BLIND,5440797,,complete,,0wq313ai4r6f,computer,Desktop or Laptop,Windows 10,Firefox 95.0,1504x1003,1072x681,,Experimental Block A (standard blurred),2,AB,Spreadsheet1,Spreadsheet1,34,19,3,Screen 4,Zone3,timelimit_screen,8000.120000000024,,,,,0,1,0,,,1,,2,trial_standard,500,D4.jpg,D44.jpg,,8000,2_NudeWomanNudeMan
103,1641673338249,08/01/2022 20:22:18,1641673338759,-8,08/01/2022 12:22:18,71176,12,task-zwsq,,18377017,BLIND,5440797,,complete,,0wq313ai4r6f,computer,Desktop or Laptop,Windows 10,Firefox 95.0,1504x1003,1072x681,,Experimental Block A (standard blurred),2,AB,Spreadsheet1,Spreadsheet1,29,20,1,Screen 1,Zone2,timelimit_screen,500,,,,,0,1,0,,,1,,2,trial_standard,500,C33.jpg,C3.jpg,,8000,2_ClothedWomanClothedMan
